Tên,Link ảnh,Inch,Độ phân giải,Giá gốc,Giá giảm,Link chi tiết
Samsung Smart TV QLED QA65Q80C,https://cdn.tgdd.vn/Products/Images/1942/303215/smart-tivi-qled-4k-65-inch-samsung-qa65q80c-020323-104639-550x340.jpg,65 inch,4K,31900000,20900000,https://www.dienmayxanh.com/tivi/smart-tivi-qled-4k-65-inch-samsung-qa65q80c
Samsung Smart TV QLED QA75Q60C,https://cdn.tgdd.vn/Products/Images/1942/303223/smart-tivi-qled-4k-75-inch-samsung-qa75q60c-020323-104615-550x340.jpg,75 inch,4K,28900000,28600000,https://www.dienmayxanh.com/tivi/smart-tivi-qled-4k-75-inch-samsung-qa75q60c
Samsung Smart TV OLED QA65S95CA,https://cdn.tgdd.vn/Products/Images/1942/304254/smart-tivi-oled-samsung-4k-65-inch-qa65s95ca-200323-025637-550x340.jpg,65 inch,4K,69900000,48210000,https://www.dienmayxanh.com/tivi/smart-tivi-oled-samsung-4k-65-inch-qa65s95ca
Samsung Smart TV QLED QA98Q80C,https://cdn.tgdd.vn/Products/Images/1942/305837/smart-tivi-qled-4k-98-inch-samsung-qa98q80c-120423-102320-550x340.jpg,98 inch,4K,139900000,119900000,https://www.dienmayxanh.com/tivi/smart-tivi-qled-4k-98-inch-samsung-qa98q80c
LG Smart TV OLED 55C3PSA,https://cdn.tgdd.vn/Products/Images/1942/306576/smart-tivi-oled-lg-4k-55-inch-55c3psa-080523-102804-550x340.jpg,55 inch,4K,44900000,32900000,https://www.dienmayxanh.com/tivi/smart-tivi-oled-lg-4k-55-inch-55c3psa
LG Smart TV OLED 65C3PSA,https://cdn.tgdd.vn/Products/Images/1942/306577/smart-tivi-oled-lg-4k-65-inch-65c3psa-080523-103318-550x340.jpg,65 inch,4K,63900000,49900000,https://www.dienmayxanh.com/tivi/smart-tivi-oled-lg-4k-65-inch-65c3psa
LG Smart TV OLED 55G3PSA,https://cdn.tgdd.vn/Products/Images/1942/306580/smart-tivi-oled-evo-lg-4k-55-inch-55g3psa-150823-113255-550x340.jpg,55 inch,4K,54900000,49900000,https://www.dienmayxanh.com/tivi/smart-tivi-oled-evo-lg-4k-55-inch-55g3psa
LG Smart TV 75QNED80SRA,https://cdn.tgdd.vn/Products/Images/1942/306587/smart-tivi-qned-lg-4k-75-inch-75qned80sra-080523-110133-550x340.jpg,75 inch,4K,44900000,37900000,https://www.dienmayxanh.com/tivi/smart-tivi-qned-lg-4k-75-inch-75qned80sra
LG Smart TV 75QNED86SRA,https://cdn.tgdd.vn/Products/Images/1942/306590/smart-tivi-qned-lg-4k-75-inch-75qned86sra-080523-110832-550x340.jpg,75 inch,4K,79900000,79900000,https://www.dienmayxanh.com/tivi/smart-tivi-qned-lg-4k-75-inch-75qned86sra
Sony Google TV XR-85X90L,https://cdn.tgdd.vn/Products/Images/1942/307266/google-tivi-sony-4k-85-inch-xr-85x90l-150523-045858-550x340.jpg,85 inch,4K,57890000,57890000,https://www.dienmayxanh.com/tivi/google-tivi-sony-4k-85-inch-xr-85x90l
Xiaomi Google TV A Pro L65M8-A2SEA,https://cdn.tgdd.vn/Products/Images/1942/312859/google-tivi-xiaomi-4k-65-inch-pro-l65m8-a2sea-5-550x340.jpg,65 inch,4K,14990000,13490000,https://www.dienmayxanh.com/tivi/google-tivi-xiaomi-4k-65-inch-pro-l65m8-a2sea
TCL Google TV 75C755,https://cdn.tgdd.vn/Products/Images/1942/320283/tivi-tcl-qd-mini-led-4k-75c755-thumb-550x340.jpg,75 inch,4K,49990000,39990000,https://www.dienmayxanh.com/tivi/tivi-tcl-qd-mini-led-4k-75c755
Samsung Smart TV QLED QA85QN900D,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/322638/tivi-neo-qled-samsung-8k-85-inch-qa85qn900d-thumb-638649335016982866-550x340.jpg,85 inch,8K,219900000,205790000,https://www.dienmayxanh.com/tivi/tivi-neo-qled-samsung-8k-85-inch-qa85qn900d
Samsung Smart TV QLED QA85QN90D,https://cdn.tgdd.vn/Products/Images/1942/322641/tivi-neo-qled-samsung-4k-85-inch-qa85qn90d-280324-103552-550x340.jpg,85 inch,4K,119900000,104990000,https://www.dienmayxanh.com/tivi/tivi-neo-qled-samsung-4k-85-inch-qa85qn90d
Samsung Smart TV QLED QA65QN90D,https://cdn.tgdd.vn/Products/Images/1942/322644/tivi-neo-qled-samsung-4k-65-inch-qa65qn90d-280324-104157-550x340.jpg,65 inch,4K,54900000,44780000,https://www.dienmayxanh.com/tivi/tivi-neo-qled-samsung-4k-65-inch-qa65qn90d
Samsung Smart TV QLED QA85QN85D,https://cdn.tgdd.vn/Products/Images/1942/322647/tivi-neo-qled-samsung-4k-85-inch-qa85qn85d-280324-111008-550x340.jpg,85 inch,4K,99900000,93160000,https://www.dienmayxanh.com/tivi/tivi-neo-qled-samsung-4k-85-inch-qa85qn85d
Samsung Smart TV QLED Khung tranh QA50LS03D,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/322681/tivi-qled-khung-tranh-samsung-4k-50-inch-qa50ls03d-thumb-638649352971488870-550x340.jpg,50 inch,4K,22900000,22900000,https://www.dienmayxanh.com/tivi/tivi-qled-khung-tranh-samsung-4k-50-inch-qa50ls03d
Samsung Smart TV UA85DU8000,https://cdn.tgdd.vn/Products/Images/1942/322682/smart-tivi-samsung-4k-85-inch-ua85du8000-120324-022630-550x340.jpg,85 inch,4K,49900000,49860000,https://www.dienmayxanh.com/tivi/smart-tivi-samsung-4k-85-inch-ua85du8000
LG Smart TV OLED 83C4PSA,https://cdn.tgdd.vn/Products/Images/1942/324904/tivi-oled-4k-lg-83c4psa-thumb-550x340.jpg,83 inch,4K,149000000,147490000,https://www.dienmayxanh.com/tivi/tivi-oled-4k-lg-83c4psa
LG Smart TV 86QNED86TSA,https://cdn.tgdd.vn/Products/Images/1942/324918/tivi-qned-lg-4k-86-inch-86qned86tsa-thumb-1-550x340.jpg,86 inch,4K,71900000,56890000,https://www.dienmayxanh.com/tivi/tivi-qned-lg-4k-86-inch-86qned86tsa
LG Smart TV NanoCell 86NANO81TSA,https://cdn.tgdd.vn/Products/Images/1942/324931/tivi-nanocell-lg-4k-86-inch-86nano81sqa-thumb-550x340.jpg,86 inch,4K,59900000,40490000,https://www.dienmayxanh.com/tivi/tivi-nanocell-lg-4k-86-inch-86nano81tsa
Sony Google TV OLED BRAVIA 8 K-55XR80,https://cdn.tgdd.vn/Products/Images/1942/325316/google-tivi-oled-sony-4k-55-inch-k-55xr80-thumb-1-550x340.jpg,55 inch,4K,52690000,44890000,https://www.dienmayxanh.com/tivi/google-tivi-oled-sony-4k-55-inch-k-55xr80
Sony Google TV QLED Mini LED BRAVIA 7 K-75XR70,https://cdn.tgdd.vn/Products/Images/1942/325319/google-tivi-mini-led-sony-4k-75-inch-k-75xr70-thumb-550x340.jpg,75 inch,4K,74990000,64890000,https://www.dienmayxanh.com/tivi/google-tivi-mini-led-sony-4k-75-inch-k-75xr70
AQUA Android TV AQT43K800UG,https://cdn.tgdd.vn/Products/Images/1942/327163/TimerThumb/android-tivi-aqua-43-inch-aqt43k800ug.jpg,43 inch,4K,6990000,6490000,https://www.dienmayxanh.com/tivi/android-tivi-aqua-43-inch-aqt43k800ug
LG Smart TV NanoCell 65NANO81TSA,https://cdn.tgdd.vn/Products/Images/1942/328076/tivi-nanocell-lg-4k-65-inch-65nano81tsa-thumb-550x340.jpg,65 inch,4K,23900000,15990000,https://www.dienmayxanh.com/tivi/tivi-nanocell-lg-4k-65-inch-65nano81tsa
LG Smart TV 98QNED89TSA,https://cdn.tgdd.vn/Products/Images/1942/328081/smart-tivi-qned-lg-4k-98-inch-98qned89tsa-thumb-550x340.jpg,98 inch,4K,139900000,109900000,https://www.dienmayxanh.com/tivi/smart-tivi-qned-lg-4k-98-inch-98qned89tsa
Xiaomi Google TV QLED Mini LED Smart Display S ELA5664GL,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/330575/man-hinh-thong-minh-mini-led-xiaomi-4k-55-inch-s-ela5664gl-2025-thumb-638633146323950347-550x340.jpg,55 inch,4K,15990000,15990000,https://www.dienmayxanh.com/tivi/man-hinh-thong-minh-xiaomi-4k-55-inch-s-ela5664gl-2025
Samsung Smart TV Micro LED The Wall MNA110MS1A,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/236803/samsung-micro-led-4k-mna110ms1a-thumb-638647844786324959-550x340.jpg,110 inch,4K,3499000000,3499000000,https://www.dienmayxanh.com/tivi/samsung-micro-led-4k-mna110ms1a
Samsung Smart TV Micro LED The Wall MNA99MS1A,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/236806/samsung-micro-led-4k-mna99ms1a-thumb-638647845883400614-550x340.jpg,99 inch,4K,2999000000,2999000000,https://www.dienmayxanh.com/tivi/samsung-micro-led-4k-mna99ms1a
LG Smart TV 86QNED91TSA,https://cdn.tgdd.vn/Products/Images/1942/324916/tivi-qned-lg-4k-86-inch-86qned91tsa-thumb-550x340.jpg,86 inch,4K,109000000,106190000,https://www.dienmayxanh.com/tivi/tivi-qned-lg-4k-86-inch-86qned91tsa
LG Smart TV 75QNED91TSA,https://cdn.tgdd.vn/Products/Images/1942/324917/tivi-qned-lg-4k-75-inch-75qned91tsa-thumb-550x340.jpg,75 inch,4K,79900000,77090000,https://www.dienmayxanh.com/tivi/tivi-qned-lg-4k-75-inch-75qned91tsa
LG Smart TV 43QNED80TSA,https://cdn.tgdd.vn/Products/Images/1942/324933/tivi-qned-lg-4k-43-inch-43qned80tsa-240424-094702-550x340.jpg,43 inch,4K,15900000,11590000,https://www.dienmayxanh.com/tivi/tivi-qned-lg-4k-43-inch-43qned80tsa
TCL Google TV 85C755,https://cdn.tgdd.vn/Products/Images/1942/326478/google-tivi-tcl-qd-mini-led-4k-85c755-thumb-1-550x340.jpg,85 inch,4K,49990000,49990000,https://www.dienmayxanh.com/tivi/google-tivi-tcl-qd-mini-led-4k-85c755
TCL Google TV 85C855,https://cdn.tgdd.vn/Products/Images/1942/326480/google-tv-qd-mini-led-tcl-4k-85-inch-85c855-thumb-1-550x340.jpg,85 inch,4K,76990000,76990000,https://www.dienmayxanh.com/tivi/google-tv-qd-mini-led-tcl-4k-85-inch-85c855
TCL Google TV 98C855,https://cdn.tgdd.vn/Products/Images/1942/326481/google-tv-qd-mini-led-tcl-4k-98-inch-98c855-thumb-1-550x340.jpg,98 inch,4K,109900000,109900000,https://www.dienmayxanh.com/tivi/google-tv-qd-mini-led-tcl-4k-98-inch-98c855
TCL Google TV 115X955,https://cdn.tgdd.vn/Products/Images/1942/326482/google-tv-qd-mini-led-tcl-4k-115-inch-115x955-thumb-550x340.jpg,115 inch,4K,699900000,699900000,https://www.dienmayxanh.com/tivi/google-tv-qd-mini-led-tcl-4k-115-inch-115x955
AQUA Google TV QLED AQT43S80EUX,https://cdn.tgdd.vn/Products/Images/1942/327165/TimerThumb/google-tv-aqua-qled-4k-43-inch-aqt43s80eux.jpg,43 inch,4K,9490000,8490000,https://www.dienmayxanh.com/tivi/google-tv-aqua-qled-4k-43-inch-aqt43s80eux
AQUA Google TV QLED AQT50S80EUX,https://cdn.tgdd.vn/Products/Images/1942/327166/TimerThumb/google-tv-aqua-qled-4k-50-inch-aqt50s80eux.jpg,50 inch,4K,11490000,9990000,https://www.dienmayxanh.com/tivi/google-tv-aqua-qled-4k-50-inch-aqt50s80eux
AQUA Google TV QLED AQT50S800UX,https://cdn.tgdd.vn/Products/Images/1942/327170/TimerThumb/google-tv-aqua-qled-4k-50-inch-aqt50s800ux.jpg,50 inch,4K,12490000,10490000,https://www.dienmayxanh.com/tivi/google-tv-aqua-qled-4k-50-inch-aqt50s800ux
AQUA Google TV QLED AQT75S800UX,https://cdn.tgdd.vn/Products/Images/1942/327173/google-tv-aqua-qled-4k-75-inch-aqt75s800ux-thumb-550x340.jpg,75 inch,4K,25490000,20990000,https://www.dienmayxanh.com/tivi/google-tv-aqua-qled-4k-75-inch-aqt75s800ux
AQUA Google TV QLED AQT85S800UX,https://cdn.tgdd.vn/Products/Images/1942/327174/TimerThumb/google-tv-aqua-qled-4k-85-inch-aqt85s800ux.jpg,85 inch,4K,40490000,29990000,https://www.dienmayxanh.com/tivi/google-tv-aqua-qled-4k-85-inch-aqt85s800ux
Xiaomi Google TV QLED Mini LED Smart Display S ELA5672GL,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/330576/man-hinh-thong-minh-mini-led-xiaomi-4k-65-inch-s-ela5672gl-2025-thumb-638633152435283351-550x340.jpg,65 inch,4K,19990000,19990000,https://www.dienmayxanh.com/tivi/man-hinh-thong-minh-xiaomi-4k-65-inch-s-ela5672gl-2025
Xiaomi Google TV QLED Mini LED Smart Display S ELA5680GL,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/330577/man-hinh-thong-minh-mini-led-xiaomi-4k-75-inch-s-ela5680gl-2025-thumb-638633160913431677-550x340.jpg,75 inch,4K,26990000,26990000,https://www.dienmayxanh.com/tivi/man-hinh-thong-minh-xiaomi-4k-75-inch-s-ela5680gl-2025
TCL Google TV QLED 50C69B,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/331430/tivi-qled-tcl-4k-50-inch-50c69b-thumb-638659854725506229-550x340.jpg,50 inch,4K,10990000,10990000,https://www.dienmayxanh.com/tivi/tivi-qled-tcl-4k-50-inch-50c69b
